station_id,station_name,observed_at,rain_1h_mm,rain_acc_mm
-144,Tà Hừa,2024-09-07 00:00:00,0.0,0.0
-144,Tà Hừa,2024-09-07 01:00:00,0.0,0.0
-144,Tà Hừa,2024-09-07 02:00:00,0.0,0.0
-144,Tà Hừa,2024-09-07 03:00:00,0.0,0.0
-144,Tà Hừa,2024-09-07 04:00:00,0.4000000059604645,0.4000000059604645
-144,Tà Hừa,2024-09-07 05:00:00,14.800000190734863,15.200000196695328
-144,Tà Hừa,2024-09-07 06:00:00,0.0,15.200000196695328
-144,Tà Hừa,2024-09-07 07:00:00,0.0,15.200000196695328
-144,Tà Hừa,2024-09-07 08:00:00,0.0,15.200000196695328
-144,Tà Hừa,2024-09-07 09:00:00,0.4000000059604645,15.600000202655792
-144,Tà Hừa,2024-09-07 10:00:00,0.0,15.600000202655792
-144,Tà Hừa,2024-09-07 11:00:00,0.0,15.600000202655792
-144,Tà Hừa,2024-09-07 12:00:00,0.0,15.600000202655792
-144,Tà Hừa,2024-09-07 13:00:00,0.0,15.600000202655792
-144,Tà Hừa,2024-09-07 14:00:00,0.0,15.600000202655792
-144,Tà Hừa,2024-09-07 15:00:00,0.20000000298023224,15.800000205636024
-144,Tà Hừa,2024-09-07 16:00:00,0.6000000238418579,16.400000229477882
-144,Tà Hừa,2024-09-07 17:00:00,0.4000000059604645,16.800000235438347
-144,Tà Hừa,2024-09-07 18:00:00,0.6000000238418579,17.400000259280205
-144,Tà Hừa,2024-09-07 19:00:00,0.800000011920929,18.200000271201134
-144,Tà Hừa,2024-09-07 20:00:00,1.0,19.200000271201134
-144,Tà Hừa,2024-09-07 21:00:00,2.4000000953674316,21.600000366568565
-144,Tà Hừa,2024-09-07 22:00:00,0.6000000238418579,22.200000390410423
-144,Tà Hừa,2024-09-07 23:00:00,1.399999976158142,23.600000366568565
-144,Tà Hừa,2024-09-08 00:00:00,0.4000000059604645,5.800000101327896
-144,Tà Hừa,2024-09-08 01:00:00,0.4000000059604645,6.200000107288361
-144,Tà Hừa,2024-09-08 02:00:00,0.20000000298023224,6.400000110268593
-144,Tà Hừa,2024-09-08 03:00:00,0.800000011920929,7.200000122189522
-144,Tà Hừa,2024-09-08 04:00:00,0.6000000238418579,7.80000014603138
-144,Tà Hừa,2024-09-08 05:00:00,0.800000011920929,8.600000157952309
-144,Tà Hừa,2024-09-08 06:00:00,1.2000000476837158,9.800000205636024
-144,Tà Hừa,2024-09-08 07:00:00,2.4000000953674316,12.200000301003456
-144,Tà Hừa,2024-09-08 08:00:00,0.6000000238418579,12.800000324845314
-144,Tà Hừa,2024-09-08 09:00:00,2.5999999046325684,15.400000229477882
-144,Tà Hừa,2024-09-08 10:00:00,2.0,17.400000229477882
